開催日,格,レース名,競馬場,距離,馬名,父,母,母父,馬主,生産牧場,セリ結果,写真URL
2026/06/20,,3歳未勝利,阪神,ダ1200m,マリリンバローズ,ナダル,フェアリーバローズ,ロードカナロア,猪熊　広次,小島牧場,,
2026/06/20,,3歳未勝利,函館,ダ1700m,ミリオンアップ,オルフェーヴル,レッドリボン,ディープブリランテ,間野　隆司,三嶋牧場,,
2026/06/20,OP,天保山ステークス,阪神,ダ1400m,ベルジュロネット,ロードカナロア,ベルカント,サクラバクシンオー,前田　晋二,ノースヒルズ,,
2026/06/20,,町田特別（3歳以上2勝クラス）,東京,芝2400m,チャリングクロス,キタサンブラック,ライジングクロス,Cape Cross,サンデーレーシング,坂東牧場,,
2026/06/20,,ＳＴＶ杯（3歳以上2勝クラス）,函館,芝1200m,アンジュプロミス,ドレフォン,サンビスタ,スズカマンボ,竹下　浩一,グランド牧場,,
2026/06/21,,2歳新馬,東京,芝1800m,アヴィアトーレ,シスキン,ジェラテリアバール,マンハッタンカフェ,社台レースホース,社台ファーム,,
2026/06/21,,2歳新馬,東京,芝1400m,タクティシアン,サリオス,モルジアナ,Dubawi,シルクレーシング,ノーザンファーム,,
2026/06/21,,3歳上1勝クラス,阪神,芝2000m,アーリーハーベスト,アドマイヤマーズ,スターズアンドクラウズ,Makfi,吉田　和美,ノーザンファーム,,
2026/06/21,,3歳上1勝クラス,函館,ダ1700m,ナクライト,アドマイヤマーズ,スカイダイヤモンズ,First Dude,インゼルレーシング,ノーザンファーム,,
2026/06/21,,3歳上1勝クラス,阪神,ダ1400m,ハッコウイチウ,スワーヴリチャード,ザクイーン,ヴィクトワールピサ,ＮＩＣＫＳ,ノーザンファーム,,
2026/06/21,,3歳上1勝クラス,東京,ダ1600m,ファンシーズ,ルヴァンスレーヴ,タイセイブランシュ,ルーラーシップ,ローレルレーシング,リコーファーム,,
2026/06/21,,3歳上1勝クラス,東京,芝1600m,ラベルセーヌ,キズナ,ラフォルス,Power,サンデーレーシング,社台コーポレーション白老ファーム,,
2026/06/21,,3歳未勝利,東京,ダ1600m,アクアマーズ,アドマイヤマーズ,ローエキスキーズ,Oasis Dream,シルクレーシング,ノーザンファーム,,
2026/06/21,,3歳未勝利,東京,芝1600m,ダノンアスコルティ,キタサンブラック,アスコルティ,Danehill Dancer,ダノックス,ノーザンファーム,"44,000万円（セレクトセール）",
2026/06/21,,3歳未勝利,函館,ダ2400m,ハイドパーク,クリソベリル,エイシンピカデリー,Hard Spun,ヒダカ・ブリーダーズ・ユニオン,佐藤牧場,"2,420万円（北海道セレクションセール）",
2026/06/21,,3歳未勝利,阪神,芝2400m,バディ,キズナ,カリンカ,キングカメハメハ,寺田　寿男,吉田ファーム,,
2026/06/21,,3歳未勝利,函館,芝1800m,ベアサナエチャン,レイデオロ,アシュリン,マンハッタンカフェ,熊木　浩,ノーザンファーム,"3,630万円（セレクトセール）",
2026/06/21,,多摩川ステークス（3歳以上3勝クラス）,東京,芝1400m,ラーンザロープス,キズナ,キャンディネバダ,Pure Prize,吉田　照哉,社台ファーム,,
2026/06/21,,檜山特別（3歳以上2勝クラス）,函館,ダ1700m,チャーリー,クリソベリル,ジャンナスキッキ,War Front,嶋田　一成,辻　牧場,"3,850万円（セレクトセール）",
2026/06/21,,障害3歳上未勝利,東京,障3000m,ブライトマン,キズナ,キトゥンズダンプリングス,Kitten's Joy,前田　幸貴,社台ファーム,"7,040万円（セレクトセール）",
2026/06/21,,ＵＨＢ杯（3歳以上3勝クラス）,函館,芝1200m,アスティスプマンテ,ロードカナロア,アッラサルーテ,ダイワメジャー,吉田　勝己,ノーザンファーム,,
2026/06/27,,2歳新馬,函館,芝1200m,アゴルディーノ,エフフォーリア,モルトフェリーチェ,ディープインパクト,ディアレストクラブ,中田　英樹,"1,100万円（北海道セプテンバーセール）",
2026/06/27,,2歳新馬,小倉,芝1200m,カエリールークス,シスキン,ファッチョイオ,Bated Breath,ＫＲジャパン,本田　土寿,,
2026/06/27,,2歳未勝利,小倉,芝1200m,シスキンブルーム,シスキン,ボンジュールココロ,リンカーン,ホシノレーシング,ノーザンファーム,"3,520万円（ノーザンファームミックスセール）",
2026/06/27,,3歳上1勝クラス,福島,ダ1700m,ショウナンパトス,ルヴァンスレーヴ,ショウナンカサロ,キングカメハメハ,国本　哲秀,木村牧場,,
2026/06/27,,3歳上1勝クラス,福島,芝1200m,デアリングエア,エピファネイア,デアリングバード,キングカメハメハ,ノルマンディーサラブレッドレーシング,長谷川牧場,,
2026/06/27,,3歳未勝利,函館,ダ1700m,コイオステソーロ,ナダル,クァンタムミス,Smoke Glacken,了徳寺健二ホールディングス,田端牧場,"2,750万円（北海道セレクションセール）",
2026/06/27,,3歳未勝利,函館,芝1200m,スイープセレニティ,ロードカナロア,スイープセレリタス,ハーツクライ,シルクレーシング,ノーザンファーム,,
2026/06/27,,3歳未勝利,福島,ダ1700m,スターツトゥデイ,ナダル,フランジヴェント,キンシャサノキセキ,吉田　和美,ノーザンファーム,,
2026/06/27,,3歳未勝利,小倉,ダ1700m,タマモスカイ,ナダル,タマモマナムスメ,マンハッタンカフェ,タマモ,岡田牧場,,
2026/06/27,,3歳未勝利,函館,ダ1700m,プリンセスアツコ,ドレフォン,カフジウインド,ディープインパクト,タナカモータース,川島牧場,,
2026/06/27,,3歳未勝利,函館,ダ1000m,マリブサーフ,ロードカナロア,マストバイアイテム,アフリート,ＹＧＧホースクラブ,下河辺牧場,,
2026/06/27,,八代特別（3歳以上1勝クラス）,小倉,芝2000m,サヴォアフェール,エピファネイア,ナニアヒアヒ,キングカメハメハ,水上　行雄,笠松牧場,,
2026/06/27,,洞爺湖特別（3歳以上2勝クラス）,函館,芝2000m,ヨヒーン,キズナ,レディイヴァンカ,Tiz Wonderful,藤田　晋,ノーザンファーム,"13,200万円（セレクトセール）",
2026/06/27,,長万部特別（3歳以上1勝クラス）,函館,芝1200m,ドリーミングアップ,エピファネイア,ジュデッカ,ディープインパクト,古賀　和夫,宮内牧場,"2,420万円（北海道サマーセール）",
2026/06/27,,障害3歳上未勝利,福島,障2750m,ディベルティスマン,キズナ,レディオブキャメロット,Montjeu,堂守　貴志,タイヘイ牧場,"3,300万円（セレクトセール）",
2026/06/27,OP,青函ステークス,函館,芝1200m,ブラックチャリス,キタサンブラック,ゴールドチャリス,トゥザワールド,フィールドレーシング,ノーザンファーム,,
2026/06/28,,2歳新馬,福島,芝1200m,ジーティーマイカ,シスキン,ベルカプリ,ダイワメジャー,田畑　利彦,レイクヴィラファーム,"5,940万円（ノーザンファームミックスセール）",
2026/06/28,,2歳新馬,小倉,芝1200m,ワールドエンジェル,スワーヴリチャード,アースエンジェル,キンシャサノキセキ,小倉　哲,グランド牧場,550万円（北海道サマーセール）,
2026/06/28,,2歳未勝利,福島,芝1200m,オオセイケイ,サートゥルナーリア,ロイヤルストリート,ディープインパクト,由井　健太郎,下河辺牧場,,
2026/06/28,,3歳上1勝クラス,福島,芝2600m,ゲンジ,オルフェーヴル,サクレディーヴァ,クロフネ,高橋　文男,アスラン,"2,530万円（セレクトセール）",
2026/06/28,,3歳上1勝クラス,小倉,ダ1000m,ゴールデンバランス,レイデオロ,ゴールデンフレアー,Medaglia d'Oro,草間　庸文,岡田牧場,"6,820万円（セレクトセール）",
2026/06/28,,3歳上1勝クラス,小倉,芝1800m,サリエンテ,キズナ,サロミナ,Lomitas,シルクレーシング,ノーザンファーム,,
2026/06/28,,3歳未勝利,福島,ダ1150m,サトノワーグナー,ロードカナロア,サトノワルキューレ,ディープインパクト,里見　治,下河辺牧場,,
2026/06/28,,3歳未勝利,小倉,芝1800m,サンダーバード,エピファネイア,サロニカ,ディープインパクト,藤田　晋,ノーザンファーム,"28,600万円（セレクトセール）",
2026/06/28,,3歳未勝利,函館,芝2000m,マテンロウオリジン,キタサンブラック,シナジーウィスパー,ネオユニヴァース,寺田　千代乃,藤本ファーム,"4,730万円（セレクトセール）",
2026/06/28,,帆柱山特別（3歳以上2勝クラス）,小倉,芝2600m,ナリタエスペランサ,キタサンブラック,ワンダーフィリー,Invincible Spirit,オースミ,三嶋牧場,,
2026/06/28,,渡島特別（3歳以上2勝クラス）,函館,ダ1700m,プリンセッサ,ナダル,アンドリエッテ,ディープインパクト,永田　和彦,森永牧場,,
2026/06/28,,西部日刊スポーツ杯（3歳以上2勝クラス）,小倉,ダ1700m,カルパ,モーリス,ブチコ,キングカメハメハ,金子真人ホールディングス,ノーザンファーム,,
2026/07/04,,2歳新馬,福島,ダ1700m,コンテミュール,ルヴァンスレーヴ,モンペルデュ,Cairo Prince,平沼　宣秀,ノーザンファーム,"4,950万円（セレクトセール）",
2026/07/04,,2歳新馬,福島,芝1800m,スタースポット,エフフォーリア,キャレモンショコラ,サクラバクシンオー,保坂　和孝,ノーザンファーム,"4,070万円（ノーザンファームミックスセール）",
2026/07/04,,2歳新馬,函館,ダ1000m,ダマスク,サリオス,オーガンディー,フレンチデピュティ,栗坂　崇,岡田スタツド,,
2026/07/04,,2歳未勝利,函館,芝1200m,ショウナンカノア,ドレフォン,カイルアコナ,キンシャサノキセキ,国本　哲秀,ノーザンファーム,"8,360万円（セレクトセール）",
2026/07/04,,3歳上1勝クラス,函館,ダ1700m,シーズザスローン,キズナ,ミコレジーナ,Frankel,前田　幸貴,ノースヒルズ,,
2026/07/04,,3歳上1勝クラス,函館,芝1200m,ストレイトアスク,ロードカナロア,ストレイトガール,フジキセキ,廣崎利洋ＨＤ,ＡＳＫ　ＳＴＵＤ,,
2026/07/04,,3歳上1勝クラス,函館,芝2600m,ダノンヒストリー,エピファネイア,コーステッド,Tizway,ダノックス,ノーザンファーム,"42,900万円（セレクトセール）",
2026/07/04,,3歳未勝利,函館,ダ1700m,ギンケイ,ルヴァンスレーヴ,スターインパルス,サウスヴィグラス,山崎　康,西村牧場,704万円（北海道セプテンバーセール）,
2026/07/04,,3歳未勝利,福島,芝1200m,グレイシエーション,モーリス,グレイシア,ダイワメジャー,吉田　勝己,ノーザンファーム,,
2026/07/04,,3歳未勝利,小倉,芝1200m,ニシノトリビュート,モーリス,ドリームアンドホープ,Royal Applause,西山　茂行,メイタイファーム,,
2026/07/04,,3歳未勝利,福島,芝2600m,ボンボンベイビー,コントレイル,バイバイベイビー,Galileo,前田　晋二,グランド牧場,"36,300万円（セレクトセール）",
2026/07/04,,3歳未勝利,函館,ダ1700m,レッドフロイデ,モーリス,ジョイフルビクトリー,Tapit,東京ホースレーシング,社台ファーム,,
2026/07/04,,ＴＵＦ杯（3歳以上3勝クラス）,福島,ダ1150m,ゲイルライダー,ドレフォン,プライムチョイス,ロードカナロア,前原　敏行,カタオカフアーム,"2,860万円（北海道セレクションセール）",
2026/07/04,,ＴＶｈ杯（3歳以上3勝クラス）,函館,芝1200m,マーブルパレス,アドマイヤマーズ,マーブルサニー,クロフネ,下村　直,丸村村下ファーム,,
2026/07/05,,2歳新馬,福島,芝2000m,エスクアドラ,レイデオロ,ジューヌエコール,クロフネ,サンデーレーシング,ノーザンファーム,,
2026/07/05,,2歳新馬,福島,芝1200m,ピクニックマーチ,シスキン,ラブリランテ,ディープブリランテ,船越　伸也,船越　伸也,,
2026/07/05,,2歳新馬,小倉,芝1800m,ポルトブルー,エピファネイア,クライミングローズ,マンハッタンカフェ,ノースヒルズ,ノースヒルズ,,
2026/07/05,,3歳上1勝クラス,小倉,芝2000m,サトノアイボリー,エピファネイア,ホエールキャプチャ,クロフネ,里見　治,千代田牧場,"9,240万円（セレクトセール）",
2026/07/05,,3歳上1勝クラス,小倉,ダ1700m,システマソラー,ルヴァンスレーヴ,トーコーヴィーナス,クロフネ,森田　和豊,辻　牧場,,
2026/07/05,,3歳上1勝クラス,函館,芝1200m,ララバニュルス,モーリス,クリーンファンキー,タイキシャトル,フジイ興産,下河辺牧場,,
2026/07/05,,3歳上1勝クラス,福島,ダ1700m,ヴンダーバール,ナダル,モンオール,オルフェーヴル,吉田　和美,ノーザンファーム,,
2026/07/05,,3歳未勝利,小倉,芝2000m,アオイハルカ,コントレイル,アオイプリンセス,キングカメハメハ,新谷　正子,チャンピオンズファーム,,
2026/07/05,,3歳未勝利,函館,芝1200m,バレンタインビスタ,ロードカナロア,プリメラビスタ,オルフェーヴル,中村　伊三美,ケイアイファーム,,
2026/07/05,,3歳未勝利,福島,芝1800m,マーゴットドライ,スワーヴリチャード,ミスティックリップス,Generous,前田　良平,ノーザンファーム,"2,860万円（ノーザンファームミックスセール）",
2026/07/05,G3,テレビ西日本賞北九州記念,小倉,芝1200m,フリッカージャブ,サートゥルナーリア,ナイキトリック,サクラバクシンオー,ウエスト．フォレスト．ステイブル,宝寄山　拓樹,,
2026/07/05,,九州スポーツ杯（3歳以上2勝クラス）,小倉,ダ1700m,マジックローズ,キズナ,エンジェルフェイス,キングカメハメハ,ロードホースクラブ,ケイアイファーム,,
2026/07/05,,横津岳特別（3歳以上2勝クラス）,函館,芝2600m,アルマデオロ,レイデオロ,シュガーハート,サクラバクシンオー,ヒダカ・ブリーダーズ・ユニオン,ヤナガワ牧場,,
2026/07/05,,立待岬特別（3歳以上2勝クラス）,函館,芝1200m,サンタアニタ,ナダル,ワンスインナムーン,アドマイヤムーン,諸江　幸祐,岡田スタツド,,
2026/07/05,,郡山特別（3歳以上2勝クラス）,福島,芝1200m,カーヌスティ,ロードカナロア,ヤマカツマリリン,グラスワンダー,嶋田　一成,岡田牧場,,
2026/07/05,,障害3歳上未勝利,小倉,障2860m,ドラギニャン,オルフェーヴル,ザデイ,シンボリクリスエス,加藤　誠,ハクレイファーム,"1,430万円（北海道サマーセール）",
2026/07/05,,青島特別（3歳以上1勝クラス）,小倉,芝1800m,アクロフェイズ,ロードカナロア,クルミネイト,ディープインパクト,キャロットファーム,ノーザンファーム,"3,300万円（セレクトセール）",
2026/07/11,,2歳新馬,小倉,芝1800m,フランソワーズ,エフフォーリア,エナチャン,キンシャサノキセキ,桑畑　夏美,前谷牧場,,
2026/07/11,,2歳未勝利,函館,ダ1000m,ラピッドテソーロ,キタサンブラック,リエノテソーロ,Speightstown,了徳寺健二ホールディングス,リョーケンファーム,,
2026/07/11,,2歳未勝利,福島,芝1800m,レオンティウス,アドマイヤマーズ,エルラディユー,Unbridled's Song,小山　大介,千代田牧場,"1,870万円（北海道セレクションセール）",
2026/07/11,,3歳上1勝クラス,函館,芝1800m,ナイスプレーアスク,アドマイヤマーズ,エンジェルドンキ,ディープインパクト,廣崎利洋ＨＤ,三嶋牧場,,
2026/07/11,,3歳上1勝クラス,小倉,ダ1700m,マヴィ,ルヴァンスレーヴ,レゼトワール,ファスリエフ,フォレストレーシング,新冠橋本牧場,,
2026/07/11,,3歳未勝利,小倉,芝1200m,リヴァイ,サートゥルナーリア,ランドスケープ,ジャスタウェイ,加藤　裕司,社台ファーム,"2,970万円（セレクトセール）",
2026/07/11,,北斗特別（3歳以上1勝クラス）,函館,芝2000m,ハルフロンティア,レイデオロ,カンデラ,ダイワメジャー,ＭＯＭＯレーシング,ノーザンファーム,,
2026/07/11,,英彦山特別（3歳以上1勝クラス）,小倉,芝2600m,カレンラップスター,ルーラーシップ,カレンオプシス,サムライハート,鈴木　隆司,ノーザンファーム,,
2026/07/11,,釜山ステークス（3歳以上3勝クラス）,小倉,ダ1000m,ベルギューン,ナダル,ベルクリア,ヴァーミリアン,水上　行雄,笠松牧場,,
2026/07/12,,2歳新馬,小倉,芝2000m,エルドボルグ,キタサンブラック,コンサートホール,Dubawi,サンデーレーシング,ノーザンファーム,,
2026/07/12,,3歳上1勝クラス,小倉,ダ1700m,オオツカ,キタサンブラック,ブルーダイヤ,モーリス,中辻　明,秋田牧場,"1,705万円（北海道セプテンバーセール）",
2026/07/12,,3歳上1勝クラス,函館,芝1200m,サンポーニャ,モーリス,テンダリーヴォイス,ディープインパクト,金子真人ホールディングス,日高大洋牧場,,
2026/07/12,,3歳上1勝クラス,函館,ダ2400m,シャローファースト,クリソベリル,ミセスワタナベ,Tapizar,ＳＡレーシング,ノーザンファーム,"8,800万円（セレクトセール）",
2026/07/12,,3歳未勝利,小倉,ダ1000m,キャッチアシーフ,マインドユアビスケッツ,フルオブグレース,ヴィクトワールピサ,吉田　昌久,社台コーポレーション白老ファーム,"2,090万円（セレクトセール）",
2026/07/12,,3歳未勝利,福島,芝1200m,シャインフォーミー,アドマイヤマーズ,フリスコベイ,Hard Spun,グリーンファーム,那須野,,
2026/07/12,,3歳未勝利,函館,芝2000m,ベネディクション,エピファネイア,ディメンシオン,ディープインパクト,広尾レース,木村　秀則,,
2026/07/12,,3歳未勝利,小倉,芝1200m,ホーリーステップ,ダノンキングリー,ホーリーシュラウド,Cape Cross,ホシノレーシング,富田牧場,,
2026/07/12,,3歳未勝利,小倉,芝2000m,ラルヴァンダード,エピファネイア,マジックアティテュード,Galileo,キャロットファーム,ノーザンファーム,,
2026/07/12,,3歳未勝利,小倉,芝1800m,レッドパラジウム,キタサンブラック,レッドシルヴァーナ,ロードカナロア,東京ホースレーシング,谷川牧場,,
2026/07/12,,八女特別（3歳以上2勝クラス）,小倉,ダ1700m,ショウナンバンライ,オルフェーヴル,シュガーショック,Candy Ride,国本　哲秀,ノーザンファーム,"22,000万円（セレクトセール）",
2026/07/12,,噴火湾特別（3歳以上2勝クラス）,函館,ダ1000m,クロナ,スワーヴリチャード,アーマイン,Exchange Rate,村木　慎吾,隆栄牧場,"1,760万円（北海道トレーニングセール）",
2026/07/12,OP,巴賞,函館,芝1800m,ヴーレヴー,サトノクラウン,アルギュロス,マンハッタンカフェ,桑田牧場,ノーザンファーム,"4,290万円（セレクトセール）",
2026/07/12,,西部スポニチ賞（3歳以上2勝クラス）,小倉,芝2000m,ジャスティンガルフ,エピファネイア,ポールポジションII,Pivotal,三木　正浩,三嶋牧場,,
2026/07/12,OP,阿蘇ステークス,小倉,ダ1700m,レイナデアルシーラ,ナダル,アンデスクイーン,タートルボウル,グリーンファーム,ノーザンファーム,,
2026/07/18,,2歳新馬,福島,芝1800m,シルクドマルス,アドマイヤマーズ,ルシルク,Dynaformer,シルクレーシング,隆栄牧場,,
2026/07/18,,2歳未勝利,福島,芝1800m,ビップヴィーナス,エピファネイア,アソルータ,ゼンノロブロイ,鈴木　邦英,ノーザンファーム,"5,500万円（セレクトセール）",
2026/07/18,,2歳未勝利,函館,芝1800m,ロジクラウン,サトノクラウン,ファシネートダイア,アグネスタキオン,久米田　正明,ノーザンファーム,"10,120万円（セレクトセール）",
2026/07/18,,3歳上1勝クラス,小倉,芝2000m,フウセン,コントレイル,フリートバーティー,Afleet Alex,ＦＡレーシング,松浦牧場,,
2026/07/18,,3歳未勝利,福島,芝2000m,アッシズオブローズ,アドマイヤマーズ,ロサグラウカ,ルーラーシップ,サンデーレーシング,ノーザンファーム,,
2026/07/18,,3歳未勝利,小倉,ダ1700m,キープシャイニング,イスラボニータ,ダイヤモンドギフト,ブライアンズタイム,ノースヒルズ,フジワラフアーム,"3,300万円（北海道セレクションセール）",
2026/07/18,,3歳未勝利,小倉,ダ1000m,サトノロザリー,ロードカナロア,サトノアクシス,ディープインパクト,里見　治,ノーザンファーム,,
2026/07/18,,3歳未勝利,小倉,芝1800m,シュプリームレルム,エピファネイア,ドバウィハイツ,Dubawi,社台レースホース,社台ファーム,,
2026/07/18,,3歳未勝利,函館,芝1200m,ホウオウザロイヤル,ドレフォン,ブラックエンブレム,ウォーエンブレム,小笹　芳央,ノーザンファーム,"7,920万円（セレクトセール）",
2026/07/18,,3歳未勝利,函館,ダ1700m,ホウオウライセンス,マインドユアビスケッツ,ハナズリベンジ,ハーツクライ,小笹　芳央,岡田スタツド,,
2026/07/18,,3歳未勝利,函館,ダ2400m,リバーソニック,ルヴァンスレーヴ,レッドジャンヌ,ブラックタイド,荒井　泰樹,前野牧場,"2,200万円（北海道セレクションセール）",
2026/07/18,,ひまわり賞,小倉,芝1200m,カエリールークス,シスキン,ファッチョイオ,Bated Breath,ＫＲジャパン,本田　土寿,,
2026/07/18,,湯浜特別,函館,芝1800m,ドッグウッド,レイデオロ,ハナソメイ,タートルボウル,林　瑛子,藤本ファーム,,
2026/07/18,,潮騒特別,函館,芝1200m,アパッシメント,ロードカナロア,キャレモンショコラ,サクラバクシンオー,金子真人ホールディングス,ノーザンファーム,"10,780万円（セレクトセール）",
2026/07/18,,熊本城特別,小倉,ダ1700m,ワイドクリーガー,サトノクラウン,ピュアアモーレ,マツリダゴッホ,幅田　京子,新井牧場,847万円（北海道サマーセール）,
2026/07/18,,阿武隈ステークス,福島,芝1800m,ミラビリスマジック,キズナ,ソーマジック,シンボリクリスエス,社台レースホース,社台ファーム,,
2026/07/19,,2歳新馬,福島,芝1200m,チャランダマルツ,サートゥルナーリア,マイエンフェルト,ハービンジャー,シルクレーシング,ノーザンファーム,,
2026/07/19,,2歳新馬,小倉,芝1800m,ユーダブルワン,エピファネイア,フィジオクラート,Doctor Dino,谷掛　龍夫,社台ファーム,"7,920万円（セレクトセール）",
2026/07/19,,2歳未勝利,福島,ダ1150m,ムーンベリル,クリソベリル,クインズムーン,Gutaifan,シルクレーシング,ノーザンファーム,,
2026/07/19,,3歳上1勝クラス,福島,ダ1700m,エアトベーレ,レイデオロ,マウレア,ディープインパクト,落合　幸弘,下河辺牧場,,
2026/07/19,,3歳上1勝クラス,福島,芝1800m,ピエナフェーヴル,オルフェーヴル,ピエナフラッシュ,エイシンフラッシュ,本谷　兼三,沖田牧場,,
2026/07/19,,3歳上1勝クラス,函館,ダ1000m,フレンズプラス,クリソベリル,ウィットウォーター,ヨハネスブルグ,稲場　澄,松浦牧場,935万円（北海道サマーセール）,
2026/07/19,,3歳上1勝クラス,函館,ダ1700m,プリンセスアツコ,ドレフォン,カフジウインド,ディープインパクト,タナカモータース,川島牧場,,
2026/07/19,,3歳未勝利,福島,芝2000m,クレアノア,アドマイヤマーズ,リリレフア,ロードカナロア,草間　庸文,ノーザンファーム,"3,410万円（ノーザンファームミックスセール）",
2026/07/19,,3歳未勝利,函館,芝1200m,コスモファーブロス,シスキン,アクロアイト,ハーツクライ,ビッグレッドファーム,ビッグレッドファーム,,
2026/07/19,,3歳未勝利,福島,ダ1700m,チェイサー,レイデオロ,ウェストレー,オルフェーヴル,本間　茂,村上　欽哉,880万円（北海道サマーセール）,
2026/07/19,,3歳未勝利,小倉,ダ1700m,テクノピーチ,モーリス,ラルシュドール,シンボリクリスエス,西村　健,静内フアーム,,
2026/07/19,,3歳未勝利,函館,芝2000m,レイヌドプランタン,モーリス,レイヌドネージュ,フジキセキ,吉田　晴哉,追分ファーム,,
2026/07/19,,かもめ島特別,函館,芝1800m,モンローウォーク,キズナ,アンフィトリテ２,Sebring,エムズレーシング,ノーザンファーム,"6,820万円（ノーザンファームミックスセール）",
2026/07/19,,猪苗代特別,福島,芝2000m,ルールーリマ,キズナ,エヴァイエ,ロードカナロア,ノースヒルズ,土居牧場,,
2026/07/19,,筑紫特別,小倉,芝1800m,ミッキージャンプ,サートゥルナーリア,オンディナドバイ,E Dubai,野田　みづき,ノーザンファーム,"8,140万円（セレクトセール）",
2026/07/19,,障害3歳上未勝利,小倉,障2860m,バニーラビット,アドマイヤマーズ,トレジャリング,Havana Gold,藤田　晋,ノーザンファーム,"15,950万円（セレクトセール）",
2026/07/19,,駒場特別,函館,ダ1700m,シーズザスローン,キズナ,ミコレジーナ,Frankel,前田　幸貴,ノースヒルズ,,
2026/07/25,,2歳新馬,中京,芝1400m,ブレイクアウェイ,キズナ,ザウェイアイアム,Thewayyouare,ライオンレースホース,社台ファーム,,
2026/07/25,,2歳新馬,新潟,ダ1200m,ミカミッチー,ドレフォン,ノーブルソニック,ネオユニヴァース,道永　幸治,レイクヴィラファーム,"4,510万円（セレクトセール）",
2026/07/25,,2歳新馬,札幌,ダ1700m,レガメデルヴェント,ルヴァンスレーヴ,アルヴェント,マジェスティックウォリアー,街風　隆雄,追分ファーム,,
2026/07/25,,2歳未勝利,新潟,芝1800m,レゾルーティオ,サトノクラウン,ヴィレンスクラフト,ダイワメジャー,サンデーレーシング,ノーザンファーム,,
2026/07/25,,3歳以上1勝クラス,新潟,芝1800m,フィールドノート,ロードカナロア,フィンレイズラッキーチャーム,Twirling Candy,サンデーレーシング,ノーザンファーム,,
2026/07/25,,3歳以上1勝クラス,中京,ダ1800m,リヒトミューレ,ポエティックフレア,ラシンティランテ,アグネスタキオン,サンデーレーシング,ノーザンファーム,,
2026/07/25,,3歳以上1勝クラス,中京,ダ1400m,ルビドゥソレイユ,ドレフォン,スリジエ,ダイワメジャー,ラ・メール,ノーザンファーム,,
2026/07/25,,3歳以上1勝クラス,新潟,芝1400m,ロジャリーマイン,エピファネイア,マリアライト,ディープインパクト,キャロットファーム,ノーザンファーム,,
2026/07/25,,3歳以上障害OP,新潟,障2850m,モンツァフレイバー,エピファネイア,メープルフレイバー,キングカメハメハ,尾田　信夫,丸幸小林牧場,,
2026/07/25,,3歳未勝利,中京,ダ1800m,ナウオアネヴァー,キズナ,プリカジュール,アーネストリー,ノースヒルズ,ノースヒルズ,,
2026/07/25,,3歳未勝利,中京,芝1600m,ファルカータ,エピファネイア,スピニングワイルドキャット,Hard Spun,ロードホースクラブ,ケイアイファーム,,
2026/07/25,,3歳未勝利,札幌,芝1500m,フレッチャアズーラ,イスラボニータ,コッパ,Yesbyjimminy,社台レースホース,社台ファーム,,
2026/07/25,,3歳未勝利,新潟,ダ1200m,プリプリプリン,ルヴァンスレーヴ,ディーズプリモ,シニスターミニスター,是枝　浩平,グランド牧場,"1,595万円（北海道サマーセール）",
2026/07/25,,3歳未勝利,中京,芝2000m,プレスバーン,キタサンブラック,プリオバーン,Galileo,水上　千歳,笠松牧場,,
2026/07/25,,ライラック賞,札幌,芝2600m,ボンドロア,サートゥルナーリア,ブリッジクライム,ゼンノロブロイ,寺田　寿男,社台ファーム,"8,360万円（セレクトセール）",
2026/07/25,,桑園特別,札幌,ダ1700m,セボンサデッセ,ルヴァンスレーヴ,チャームクォーク,クロフネ,フィールドレーシング,ノーザンファーム,"2,860万円（セレクトセール）",
2026/07/25,,清津峡特別,新潟,ダ1800m,ロケットパンチ,ナダル,ベルキューティ,ロードカナロア,子安裕樹ＲＣ,清水牧場,,
2026/07/25,,香嵐渓特別,中京,芝2000m,ロードフィレール,キズナ,プレミアムギフト,オルフェーヴル,ロードホースクラブ,ケイアイファーム,,
2026/07/26,,2歳新馬,札幌,芝1800m,ノヴァヴェローチェ,エフフォーリア,チャイマックス,Congrats,ＴＯ　ＲＡＣＩＮＧ,ノーザンファーム,"8,580万円（セレクトセール）",
2026/07/26,,2歳新馬,中京,芝2000m,ルナパッショーネ,サートゥルナーリア,ヴァシリカ,Skipshot,ＫＯＪＩＭＡレーシング,ノーザンファーム,"5,940万円（セレクトセール）",
2026/07/26,,2歳未勝利,中京,芝1400m,サンタンジェロ,エピファネイア,モアナアネラ,キングカメハメハ,サンデーレーシング,ノーザンファーム,,
2026/07/26,,2歳未勝利,新潟,芝1400m,リリカルフレア,ポエティックフレア,キャーントストップ,スクリーンヒーロー,社台レースホース,社台ファーム,,
2026/07/26,,3歳以上1勝クラス,中京,ダ1400m,ポッドリプル,コントレイル,エピストロフィー,Charm Spirit,小川　眞査雄,市川フアーム,,
2026/07/26,,3歳以上1勝クラス,中京,芝1600m,ロケベンドラ,イスラボニータ,リベルタンゴ,Smart Strike,吉田　照哉,社台ファーム,,
2026/07/26,,3歳未勝利,新潟,ダ1200m,スピニンググローブ,サートゥルナーリア,グランデセーヌ,ゼンノロブロイ,小島　章義,中田　英樹,"1,650万円（北海道セレクションセール）",
2026/07/26,,3歳未勝利,札幌,ダ1700m,スリーケイ,クリソベリル,ワイルドフェイス,ワイルドラッシュ,四宮　圭,赤石牧場,,
